draft_year,team,db_picks_top3,double_db_top3,single_db_top3,db_capital_top3,total_capital_top3,db_cap_share,rank_prev,pct_prev,n_teams,need_rank,need_pct_eps,NDI_rank,NDI_pct_eps,ndi_rank_pctile,ndi_pct_eps_pctile
2010,DET,1,0,1,260.0,3480.0,0.07471264367816093,32.0,0.0,32.0,1.0,1.0,260.0,260.0,0.5172413793103449,0.5172413793103449
2010,DAL,1,0,1,46.0,1136.0,0.040492957746478875,20.0,0.3870967741935484,32.0,0.625,0.6129032258064516,73.6,75.05263157894737,0.4827586206896552,0.4827586206896552
2010,ARI,0,0,0,0.0,1280.0,0.0,17.0,0.4838709677419355,32.0,0.53125,0.5161290322580645,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,ATL,0,0,0,0.0,1158.0,0.0,26.0,0.1935483870967742,32.0,0.8125,0.8064516129032258,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,BAL,0,0,0,0.0,1040.0,0.0,5.0,0.8709677419354839,32.0,0.15625,0.12903225806451613,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,BUF,0,0,0,0.0,2070.0,0.0,2.0,0.967741935483871,32.0,0.0625,0.032258064516129004,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,CAR,0,0,0,0.0,765.0,0.0,6.0,0.8387096774193549,32.0,0.1875,0.16129032258064513,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,CIN,0,0,0,0.0,1330.0,0.0,10.0,0.7096774193548387,32.0,0.3125,0.29032258064516125,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,DEN,0,0,0,0.0,1950.0,0.0,3.0,0.935483870967742,32.0,0.09375,0.06451612903225801,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,JAX,0,0,0,0.0,1554.5,0.0,28.0,0.1290322580645161,32.0,0.875,0.8709677419354839,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,MIA,0,0,0,0.0,1385.0,0.0,27.0,0.1612903225806451,32.0,0.84375,0.8387096774193549,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,PIT,0,0,0,0.0,1460.0,0.0,12.0,0.6451612903225806,32.0,0.375,0.3548387096774194,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,TB,0,0,0,0.0,3260.0,0.0,21.0,0.3548387096774194,32.0,0.65625,0.6451612903225806,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,TEN,0,0,0,0.0,1317.0,0.0,25.0,0.2258064516129032,32.0,0.78125,0.7741935483870968,0.0,0.0,0.2413793103448276,0.2413793103448276
2010,WAS,0,0,0,0.0,1909.8,0.0,16.0,0.5161290322580645,32.0,0.5,0.4838709677419355,0.0,0.0,0.2413793103448276,0.2413793103448276
